306,307,307
311,307,307
311,311,311
307,311,311
314,314,320
320,314,314
324,314,320
316,316,316
319,316,316
317,317,317
76,317,317
174,317,317
318,318,318
174,318,318
319,318,318
319,319,321
314,319,316
316,319,321
321,319,316
320,320,320
314,320,320
321,321,321
175,321,321
319,321,321
323,323,323
172,323,323
324,324,314
314,324,314
325,324,324
325,325,325
323,325,325
327,327,327
329,327,327
328,328,329
326,328,329
329,328,329
329,329,329
173,329,329
327,329,329
331,331,331
329,331,331
333,333,333
331,333,333
471,333,333
336,336,336
337,336,336
341,336,336
337,337,337
342,337,337
338,338,338
175,338,177
177,338,338
470,338,177
340,340,340
472,340,340
519,340,472
341,341,341
336,341,473
473,341,341
342,342,342
336,342,344
344,342,336
344,344,344
42,344,344
342,344,344
345,345,345
193,345,345
194,345,345
346,345,345
347,345,345
346,346,346
345,346,349
349,346,346
347,347,347
193,347,348
197,347,345
345,347,347
348,347,193
354,347,348
348,348,348
347,348,348
349,349,349
195,349,349
346,349,349
351,349,349
350,350,350
349,350,350
352,350,350
351,351,351
197,351,351
348,351,351
349,351,349
352,351,349
352,352,352
204,352,350
350,352,350
351,352,352
365,352,352
353,353,475
193,353,475
475,353,193
354,354,355
193,354,355
355,354,193
355,355,355
197,355,355
354,355,355
361,355,355
475,355,355
357,357,359
196,357,359
359,357,359
360,357,359
358,358,358
189,358,358
375,358,358
359,359,359
357,359,359
358,359,359
483,359,359
360,360,360
361,360,360
362,360,360
477,360,362
361,361,355
355,361,355
363,361,361
367,361,355
362,362,362
359,362,362
360,362,362
363,363,380
361,363,380
362,363,380
380,363,380
364,364,197
197,364,364
365,365,365
204,365,365
352,365,365
366,365,365
366,366,366
365,366,365
372,366,366
392,366,365
367,367,369
197,367,369
368,367,367
369,367,367
368,368,368
197,368,368
371,368,368
369,369,369
363,369,369
367,369,369
380,369,369
371,371,371
366,371,371
372,372,372
366,372,372
375,375,358
91,375,376
358,375,358
376,375,358
376,376,376
198,376,376
375,376,376
377,377,377
198,377,377
485,377,377
380,380,494
363,380,494
369,380,494
494,380,494
382,382,382
496,382,382
385,385,385
204,385,385
386,385,385
394,385,385
509,385,385
386,386,548
394,386,548
395,386,548
512,386,386
548,386,548
388,388,537
44,388,537
205,388,388
387,388,537
537,388,388
389,389,547
205,389,389
399,389,389
547,389,547
390,390,204
204,390,204
391,390,204
391,391,204
204,391,204
393,391,391
392,392,392
390,392,392
394,394,385
385,394,385
396,394,385
395,395,386
386,395,386
394,395,395
396,395,395
397,395,386
396,396,397
394,396,397
397,396,394
397,397,395
207,397,395
394,397,397
395,397,395
396,397,397
398,398,548
400,398,548
548,398,548
399,399,400
389,399,400
400,399,400
400,400,400
209,400,400
398,400,400
399,400,400
402,402,402
142,402,402
404,404,404
273,404,404
402,404,273
405,405,405
404,405,405
406,406,406
277,406,406
408,406,406
408,408,408
277,408,408
418,408,408
410,410,277
277,410,277
418,418,418
421,418,418
421,421,421
283,421,421
425,425,425
440,425,425
430,430,430
282,430,430
432,430,430
431,431,431
416,431,431
438,438,440
440,438,440
439,439,439
441,439,439
440,440,441
441,440,441
442,440,441
441,441,441
438,441,441
440,441,441
442,442,442
440,442,440
444,442,440
446,446,446
448,446,446
470,470,470
472,470,470
471,471,333
333,471,333
341,471,333
472,472,338
338,472,472
340,472,338
473,473,473
340,473,473
471,473,473
474,474,474
196,474,474
475,474,474
475,475,475
353,475,475
355,475,475
474,475,475
477,475,355
477,477,360
360,477,475
475,477,360
483,483,359
359,483,359
485,483,359
485,485,485
377,485,488
483,485,377
488,485,485
488,488,488
485,488,488
489,488,488
489,489,488
488,489,489
494,494,494
380,494,494
496,496,496
494,496,496
506,506,506
203,506,506
509,509,509
512,509,509
511,511,511
203,511,511
513,511,511
512,512,513
385,512,513
386,512,513
513,512,385
513,513,513
386,513,540
511,513,513
512,513,540
540,513,513
514,514,514
203,514,515
515,514,514
515,515,515
517,515,515
517,517,523
514,517,523
523,517,523
519,519,519
340,519,530
530,519,519
523,523,523
517,523,525
525,523,523
525,525,525
523,525,525
539,525,523
530,530,530
519,530,530
536,536,536
537,536,536
543,536,536
537,537,537
205,537,537
388,537,537
536,537,537
539,539,525
525,539,540
540,539,525
540,540,540
513,540,540
539,540,540
542,542,542
539,542,542
543,543,543
542,543,543
547,547,547
389,547,547
549,547,547
548,548,548
386,548,548
398,548,548
547,548,548
549,549,549
548,549,549
