0,0,0
2,0,0
1,1,1
10,1,1
2,2,2
0,2,2
10,2,22
16,2,16
22,2,16
29,2,2
30,2,16
3,3,26
26,3,26
5,5,13
13,5,5
15,5,15
6,6,8
7,6,7
8,6,8
14,6,15
15,6,7
38,6,38
42,6,8
71,6,8
7,7,7
6,7,7
9,7,7
8,8,8
6,8,8
9,9,9
7,9,9
10,10,23
1,10,10
2,10,22
11,10,23
22,10,22
23,10,23
11,11,12
10,11,12
12,11,12
27,11,11
12,12,66
11,12,23
23,12,23
37,12,37
38,12,37
66,12,37
13,13,13
3,13,13
5,13,13
15,13,13
14,14,28
6,14,28
15,14,28
27,14,28
28,14,28
15,15,15
5,15,13
6,15,15
7,15,15
13,15,15
14,15,15
16,16,16
2,16,16
34,16,34
59,16,59
17,17,77
57,17,77
77,17,77
18,18,18
19,18,18
85,18,19
19,19,86
18,19,86
43,19,86
85,19,86
86,19,86
22,22,48
2,22,48
10,22,48
47,22,48
48,22,48
23,23,23
10,23,24
12,23,23
24,23,23
48,23,24
24,24,66
12,24,66
23,24,216
48,24,216
65,24,66
66,24,66
216,24,216
25,25,25
26,25,25
27,25,26
26,26,26
3,26,26
25,26,26
28,26,26
27,27,25
11,27,25
14,27,25
25,27,25
28,27,25
28,28,26
13,28,28
14,28,26
26,28,26
27,28,26
29,29,2
2,29,2
30,29,29
30,30,50
2,30,30
29,30,50
50,30,50
51,30,51
31,31,52
52,31,52
34,34,34
16,34,34
35,34,34
39,34,34
60,34,34
35,35,34
34,35,34
40,35,80
61,35,80
62,35,80
80,35,81
81,35,81
36,36,122
39,36,122
64,36,36
122,36,122
133,36,122
37,37,37
12,37,37
69,37,126
126,37,126
138,37,37
38,38,12
6,38,138
12,38,12
70,38,138
138,38,138
39,39,148
34,39,148
36,39,34
148,39,148
292,39,148
40,40,190
35,40,87
87,40,40
88,40,190
154,40,40
190,40,190
41,41,72
72,41,41
146,41,72
42,42,44
6,42,6
41,42,41
44,42,44
335,42,44
43,43,82
19,43,82
82,43,82
84,43,86
86,43,86
90,43,82
184,43,82
185,43,43
44,44,44
42,44,44
205,44,44
388,44,44
47,47,48
22,47,48
48,47,48
49,47,48
48,48,96
22,48,96
23,48,96
24,48,96
47,48,96
96,48,48
211,48,96
49,49,97
47,49,97
63,49,97
97,49,97
50,50,52
30,50,52
51,50,52
52,50,52
51,51,51
30,51,51
50,51,50
53,51,51
52,52,219
31,52,98
50,52,219
53,52,220
98,52,98
219,52,220
220,52,220
53,53,51
51,53,51
54,54,99
55,54,99
99,54,99
231,54,99
55,55,55
54,55,55
57,55,55
107,55,54
57,57,241
17,57,115
55,57,241
107,57,241
114,57,242
115,57,115
241,57,241
242,57,242
58,58,109
102,58,109
109,58,58
59,59,59
16,59,59
60,59,59
60,60,111
34,60,34
59,60,111
61,60,111
111,60,111
61,61,248
35,61,248
60,61,248
62,61,248
112,61,248
248,61,248
252,61,248
62,62,116
35,62,116
61,62,116
78,62,116
116,62,116
252,62,116
63,63,119
49,63,119
64,63,63
119,63,49
64,64,122
36,64,122
63,64,122
119,64,122
122,64,122
65,65,66
24,65,66
66,65,66
118,65,120
120,65,120
123,65,118
66,66,66
24,66,66
65,66,125
125,66,66
126,66,66
67,67,127
37,67,127
68,67,127
127,67,127
130,67,127
68,68,68
67,68,68
134,68,68
69,69,142
37,69,67
67,69,142
139,69,142
142,69,139
70,70,145
38,70,145
138,70,145
145,70,145
71,71,71
6,71,71
72,72,72
41,72,72
74,74,74
76,74,74
148,74,74
76,76,74
74,76,74
153,76,74
317,76,74
77,77,115
17,77,115
78,77,116
79,77,116
115,77,115
116,77,116
78,78,179
62,78,178
77,78,178
80,78,179
116,78,116
178,78,178
179,78,179
79,79,178
77,79,178
83,79,178
178,79,178
80,80,82
35,80,82
62,80,82
78,80,82
81,80,82
82,80,80
81,81,182
35,81,182
80,81,182
87,81,87
182,81,182
183,81,182
82,82,182
43,82,82
78,82,179
80,82,82
179,82,179
181,82,179
182,82,182
83,83,79
79,83,79
84,83,79
85,83,79
84,84,181
43,84,181
83,84,181
85,84,181
86,84,181
180,84,181
181,84,181
85,85,84
18,85,84
19,85,84
83,85,85
84,85,84
86,86,86
19,86,86
43,86,86
84,86,86
87,87,87
40,87,87
81,87,87
88,87,87
89,87,87
88,88,186
40,88,187
87,88,186
186,88,186
187,88,187
192,88,187
89,89,183
87,89,183
90,89,183
183,89,183
185,89,183
186,89,183
188,89,186
90,90,90
89,90,89
91,91,91
189,91,91
375,91,91
94,94,94
199,94,94
96,96,96
48,96,96
97,96,96
211,96,96
97,97,97
49,97,97
96,97,97
117,97,96
98,98,98
52,98,98
99,98,98
219,98,98
99,99,98
54,99,98
98,99,54
100,100,103
103,100,100
222,100,103
102,102,102
53,102,102
58,102,53
103,103,103
100,103,105
105,103,100
104,104,104
102,104,104
105,105,105
103,105,105
106,105,103
106,106,229
54,106,229
105,106,229
229,106,105
107,107,241
57,107,241
234,107,241
241,107,241
108,108,111
58,108,111
110,108,111
111,108,111
109,109,109
111,109,111
110,110,111
108,110,110
111,110,111
112,110,111
244,110,111
111,111,111
60,111,111
61,111,111
108,111,111
109,111,111
110,111,111
112,111,111
112,112,247
61,112,247
110,112,247
111,112,247
244,112,247
246,112,247
247,112,247
248,112,247
113,113,245
114,113,245
238,113,245
240,113,245
242,113,114
245,113,245
251,113,245
114,114,114
57,114,114
113,114,114
115,114,114
251,114,114
253,114,251
115,115,115
57,115,115
77,115,115
114,115,115
116,115,115
116,116,116
62,116,116
77,116,253
78,116,116
115,116,116
253,116,116
117,117,117
97,117,117
118,117,117
119,117,117
118,118,118
117,118,118
120,118,118
218,118,118
119,119,117
63,119,117
117,119,117
120,119,117
120,120,120
65,120,256
118,120,256
119,120,256
256,120,120
121,121,119
119,121,119
122,122,122
36,122,122
64,122,122
121,122,122
259,122,122
123,123,268
65,123,125
125,123,125
267,123,267
268,123,125
124,124,124
129,124,124
262,124,262
265,124,124
125,125,125
66,125,125
123,125,125
126,125,125
127,125,125
126,126,126
37,126,126
125,126,126
127,127,127
67,127,127
125,127,125
268,127,127
129,129,129
124,129,130
130,129,129
130,130,270
67,130,270
129,130,270
270,130,129
131,131,131
133,131,131
132,132,134
133,132,134
134,132,134
133,133,132
36,133,132
132,133,132
135,133,132
134,134,134
68,134,68
132,134,134
135,135,133
36,135,36
133,135,135
291,135,133
138,138,37
37,138,37
38,138,138
70,138,37
140,138,37
139,139,139
69,139,139
140,140,140
138,140,140
142,142,142
69,142,142
145,145,145
70,145,145
146,145,145
146,146,146
41,146,146
145,146,146
289,146,146
148,148,148
39,148,148
74,148,148
292,148,148
293,148,148
151,151,151
153,151,151
152,152,152
153,152,152
154,152,152
153,153,152
76,153,158
151,153,152
152,153,152
154,153,152
155,153,152
158,153,158
154,154,154
40,154,154
152,154,154
155,154,154
156,154,154
155,155,157
153,155,158
157,155,157
158,155,158
160,155,157
156,156,190
154,156,190
157,156,154
190,156,190
157,157,157
155,157,157
156,157,157
158,158,158
76,158,158
155,158,158
160,158,158
159,159,159
161,159,317
174,159,159
317,159,159
160,160,194
155,160,194
158,160,194
161,160,158
194,160,160
161,161,176
159,161,195
160,161,176
176,161,176
195,161,176
172,172,172
42,172,172
173,173,173
42,173,173
329,173,173
174,174,176
159,174,176
176,174,176
175,175,175
174,175,175
177,175,175
321,175,175
328,175,175
176,176,176
161,176,176
174,176,176
177,176,176
202,176,202
177,177,177
175,177,177
176,177,203
203,177,177
338,177,177
178,178,178
78,178,178
79,178,178
179,178,178
180,178,178
179,179,179
78,179,179
82,179,179
178,179,179
181,179,179
180,180,178
84,180,178
178,180,178
181,180,178
181,181,181
82,181,181
84,181,181
179,181,179
182,182,182
80,182,182
81,182,182
82,182,182
184,182,182
183,183,183
81,183,183
89,183,183
184,184,182
43,184,182
182,184,182
185,185,185
89,185,185
184,185,185
186,186,186
88,186,186
89,186,187
187,186,186
187,187,187
88,187,187
186,187,192
189,187,192
192,187,187
188,188,89
89,188,188
189,188,89
189,189,91
91,189,91
187,189,91
188,189,91
190,190,190
40,190,190
88,190,190
156,190,190
191,190,190
192,190,190
191,191,191
190,191,191
193,191,191
194,191,191
192,192,192
187,192,192
190,192,192
193,192,192
196,192,192
193,193,193
191,193,191
192,193,193
345,193,191
347,193,345
353,193,193
194,194,345
160,194,345
191,194,191
195,194,194
345,194,194
195,195,195
161,195,195
194,195,349
202,195,202
349,195,349
350,195,202
196,196,474
192,196,474
357,196,196
474,196,196
197,197,355
347,197,355
348,197,367
355,197,355
364,197,347
367,197,348
371,197,367
198,198,377
199,198,377
376,198,377
377,198,377
199,199,382
94,199,382
198,199,382
382,199,382
202,202,202
176,202,202
195,202,202
203,202,202
204,202,202
203,203,203
177,203,203
202,203,203
514,203,203
204,204,350
202,204,350
350,204,350
352,204,350
365,204,350
385,204,350
390,204,385
205,205,44
44,205,44
389,205,205
208,208,208
205,208,208
209,209,400
397,209,400
400,209,400
211,211,96
48,211,96
96,211,213
213,211,96
213,213,213
211,213,213
216,213,213
216,216,216
24,216,213
213,216,216
218,216,216
218,218,218
65,218,218
118,218,218
216,218,118
219,219,219
52,219,219
98,219,219
220,220,220
52,220,222
222,220,220
222,222,220
100,222,220
220,222,220
226,226,226
110,226,226
228,228,228
229,228,228
229,229,235
106,229,235
235,229,235
231,231,234
106,231,234
234,231,234
232,232,232
235,232,232
237,232,232
234,234,232
107,234,232
231,234,232
232,234,232
235,235,235
229,235,235
237,235,235
238,235,235
237,237,237
234,237,237
235,237,237
239,237,237
238,238,235
113,238,235
235,238,239
239,238,239
239,239,239
237,239,239
238,239,239
241,239,239
242,239,239
240,240,240
238,240,240
241,241,241
57,241,241
107,241,241
239,241,241
242,242,242
57,242,242
113,242,242
114,242,242
239,242,242
244,244,244
110,244,244
246,244,244
245,245,245
113,245,245
246,246,245
244,246,245
245,246,245
247,247,247
112,247,247
248,247,247
250,247,247
248,248,248
61,248,248
112,248,248
247,248,247
250,248,248
249,249,249
113,249,249
250,250,250
248,250,250
252,250,250
251,251,251
114,251,251
249,251,251
250,251,251
253,251,251
252,252,250
250,252,250
253,253,253
114,253,253
115,253,253
116,253,253
251,253,253
256,256,256
120,256,256
258,256,256
263,256,256
257,257,258
258,257,258
259,257,258
258,258,258
256,258,258
257,258,258
263,258,258
259,259,262
122,259,262
257,259,262
261,259,262
262,259,262
261,261,261
36,261,261
262,262,262
124,262,262
259,262,262
263,263,263
256,263,263
265,263,263
265,265,265
263,265,265
267,267,267
123,267,267
124,267,267
268,267,267
268,268,268
123,268,267
125,268,268
267,268,268
270,270,270
268,270,270
273,273,405
405,273,405
430,273,273
275,275,275
139,275,275
277,277,408
275,277,408
406,277,408
408,277,275
410,277,408
282,282,282
273,282,430
430,282,282
283,283,283
285,283,283
421,283,283
285,285,285
283,285,285
288,285,285
288,288,288
285,288,288
289,288,285
289,289,289
146,289,288
288,289,289
291,291,293
135,291,147
147,291,147
293,291,147
292,292,148
39,292,148
148,292,148
293,293,293
147,293,293
148,293,293
291,293,293
306,306,306
307,306,306
307,307,307
